"code","studysite","species","species_scientific_name","species_common_name","investigator","lon","lat","url","all_investigators"
"AK074","Nabesna Mine","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-143.05,62.37,"https://www.ncdc.noaa.gov/paleo/study/3605","Jacoby, G.C.; Davi, N.K.; Wiles, G."
"AK073","Nazina Treeline","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-142.68,61.37,"https://www.ncdc.noaa.gov/paleo/study/3606","Jacoby, G.C.; Davi, N.K.; Wiles, G."
"AK033","Sheenjek River and Flats","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-143.72,68.63,"https://www.ncdc.noaa.gov/paleo/study/3607","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"AK071","Silver Tip","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-142.33,62.57,"https://www.ncdc.noaa.gov/paleo/study/3608","Jacoby, G.C.; Davi, N.K.; Wiles, G."
"MONG003","Solongotyn Davaa (Tarvagatay Pass)","PISI","Pinus sibirica Du Tour","Siberian stone pine","Jacoby, G.C.",98.93,48.3,"https://www.ncdc.noaa.gov/paleo/study/3609","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.; Pederson, N."
"MONG014","Suulchyin Medee","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",100.83,49.48,"https://www.ncdc.noaa.gov/paleo/study/3610","Jacoby, G.C.; Davi, N.K.; Nachin, B.; Byambasuren, O."
"MONG010","Suuleen Bagtraa","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",100.03,47.27,"https://www.ncdc.noaa.gov/paleo/study/3611","Jacoby, G.C.; D'Arrigo, R.D.; Pederson, N."
"MONG013","Telmen Hovoo","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",97.12,48.77,"https://www.ncdc.noaa.gov/paleo/study/3612","Jacoby, G.C.; Davi, N.K.; Nachin, B.; Pederson, N."
"MONG004","Terelj","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",107.45,47.9,"https://www.ncdc.noaa.gov/paleo/study/3613","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.; Pederson, N."
"AK027","Turnagain Pass","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Jacoby, G.C.",-149.17,60.82,"https://www.ncdc.noaa.gov/paleo/study/3614","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"CANA157","Twisted Tree Heartrot Hill","PCGL","Picea glauca (Moench) Voss","white spruce","Jacoby, G.C.",-138.33,65,"https://www.ncdc.noaa.gov/paleo/study/3615","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M."
"MONG012","Undur Ulaan","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",103.23,48.98,"https://www.ncdc.noaa.gov/paleo/study/3616","Jacoby, G.C.; Davi, N.K.; Nachin, B."
"MONG005","Urgun Nars","PISY","Pinus sylvestris L.","Scots pine","Jacoby, G.C.",110.55,48.57,"https://www.ncdc.noaa.gov/paleo/study/3617","Jacoby, G.C.; Buckley, B.M.; Pederson, N."
"AK029","Water Supply","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","Jacoby, G.C.",-149.47,60.12,"https://www.ncdc.noaa.gov/paleo/study/3618","Jacoby, G.C.; Wiles, G.; Calkin, P.E."
"MONG006","Zuun Mod","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",107.5,47.78,"https://www.ncdc.noaa.gov/paleo/study/3620","Jacoby, G.C.; Buckley, B.M.; Pederson, N."
"MONG011","Zuun Salaa Mod","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Jacoby, G.C.",100.28,48.15,"https://www.ncdc.noaa.gov/paleo/study/3621","Jacoby, G.C.; Davi, N.K.; Nachin, B.; Byambasuren, O."
"NETH019","Abcoude/Baambrugge Subfossil Oaks","QUSP","Quercus spp. L.","oak","Jansma, E.",4.98,52.28,"https://www.ncdc.noaa.gov/paleo/study/3622","Jansma, E."
"NETH002","Cuyk Roman Bridge Across Meuse","QUSP","Quercus spp. L.","oak","Jansma, E.",5.88,51.72,"https://www.ncdc.noaa.gov/paleo/study/3623","Jansma, E.; Spoor, E."
"NETH003","Deventer Ship Timbers used as Rivetments","QUSP","Quercus spp. L.","oak","Jansma, E.",6.17,52.25,"https://www.ncdc.noaa.gov/paleo/study/3624","Jansma, E."
"NETH004","Dordrecht de Waag Building Foundations","QUSP","Quercus spp. L.","oak","Jansma, E.",4.67,51.8,"https://www.ncdc.noaa.gov/paleo/study/3625","Jansma, E.; Spoor, E."
"NETH005","Empel Village","QUSP","Quercus spp. L.","oak","Jansma, E.",5.33,51.72,"https://www.ncdc.noaa.gov/paleo/study/3626","Jansma, E.; Van Rijn, P."
"NETH006","Gennep 2 Wells in Village","QUSP","Quercus spp. L.","oak","Jansma, E.",5.97,51.7,"https://www.ncdc.noaa.gov/paleo/study/3627","Jansma, E.; Van Rijn, P."
"NETH007","Groningen  Wolters Noordhof Complex Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",6.57,53.22,"https://www.ncdc.noaa.gov/paleo/study/3628","Jansma, E."
"NETH008","Hoorn Bruyntje Complex Foundation Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",5.35,53.4,"https://www.ncdc.noaa.gov/paleo/study/3629","Jansma, E.; Spoor, E."
"NETH014","Kerkrade Abbey Rolduc Roof Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",6.07,50.87,"https://www.ncdc.noaa.gov/paleo/study/3630","Jansma, E."
"NETH015","Maastricht Dominican Church Roof Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",5.68,50.85,"https://www.ncdc.noaa.gov/paleo/study/3631","Jansma, E.; Van Rijn, P."
"NETH018","Maastricht Onze Lieve Vrouwen Church","QUSP","Quercus spp. L.","oak","Jansma, E.",5.68,50.85,"https://www.ncdc.noaa.gov/paleo/study/3632","Jansma, E."
"NETH016","Maastricht St. Jan's Church Roof Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",5.68,50.85,"https://www.ncdc.noaa.gov/paleo/study/3633","Jansma, E.; Van Rijn, P."
"NETH009","Nieuwehoorn/Spijkenisse Farmhouse","QUSP","Quercus spp. L.","oak","Jansma, E.",4.33,51.83,"https://www.ncdc.noaa.gov/paleo/study/3634","Jansma, E.; Vermeren, C.; Brinkkemper, O."
"NETH017","Oegstgeest  House Endegeer Roof Timbers","QUSP","Quercus spp. L.","oak","Jansma, E.",4.47,52.18,"https://www.ncdc.noaa.gov/paleo/study/3635","Jansma, E."
"NETH010","Oss-Ussen Roman Village (Houses and Wells)","QUSP","Quercus spp. L.","oak","Jansma, E.",5.52,51.75,"https://www.ncdc.noaa.gov/paleo/study/3636","Jansma, E."
"NETH001","S-Hertogenbosch","QUSP","Quercus spp. L.","oak","Jansma, E.",5.32,51.68,"https://www.ncdc.noaa.gov/paleo/study/3637","Jansma, E."
"NETH013","Valkenburg Z.H. Roman Road  2nd Building Phase","QUSP","Quercus spp. L.","oak","Jansma, E.",4.43,52.17,"https://www.ncdc.noaa.gov/paleo/study/3638","Jansma, E.; Van Rijn, P."
"NETH012","Velsen Roman Fortress Velsen I Harbour Jetty","QUSP","Quercus spp. L.","oak","Jansma, E.",4.65,52.47,"https://www.ncdc.noaa.gov/paleo/study/3639","Jansma, E."
"NETH011","Voorburg Forum Hadriani Well","QUSP","Quercus spp. L.","oak","Jansma, E.",4.37,52.07,"https://www.ncdc.noaa.gov/paleo/study/3640","Jansma, E.; Spoor, E."
"CO563","Dark Mountain","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","Janssen, S.",-105.57,40.42,"https://www.ncdc.noaa.gov/paleo/study/3641","Janssen, S.; Buechling, A.; Baker, W."
"AK053","Sheenjek River","PCGL","Picea glauca (Moench) Voss","white spruce","Joergenson, J.",-143.13,68.08,"https://www.ncdc.noaa.gov/paleo/study/3642","Joergenson, J.; Wilmking, M."
"SWED007","Arjeplog (Plot 4011) Lapland","PISY","Pinus sylvestris L.","Scots pine","Jonnson, B.",18.45,66.33,"https://www.ncdc.noaa.gov/paleo/study/3643","Jonnson, B."
"SWED002","Muddas 2 (Recollection of Muddas Site A)","PISY","Pinus sylvestris L.","Scots pine","Jonnson, B.",20.37,66.85,"https://www.ncdc.noaa.gov/paleo/study/3644","Jonnson, B."
"AK23","Berner's Bay  Near Juneau","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-134.9,58.67,"https://www.ncdc.noaa.gov/paleo/study/3645","Kaiser, K."
"AK22","Boulder Creek Alaska Near Haines","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-135.77,59.35,"https://www.ncdc.noaa.gov/paleo/study/3646","Kaiser, K."
"AK24","Brassiere Hill  Taku Inlet  Juneau Area B","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-134.02,58.47,"https://www.ncdc.noaa.gov/paleo/study/3647","Kaiser, K."
"CANA5","Cassiar Hwy  28km South of Eddontenaion","ABAM","Abies amabilis Douglas ex J. Forbes","Pacific silver fir","Kaiser, K.",-130,57.7,"https://www.ncdc.noaa.gov/paleo/study/3648","Kaiser, K."
"AK20","Chitina (peat Bog)","PCMA","Picea mariana (Mill.) Britton, Sterns, & Poggenb.","black spruce","Kaiser, K.",-144.67,61.67,"https://www.ncdc.noaa.gov/paleo/study/3649","Kaiser, K."
"CANA6","Christmas Creek","PCMA","Picea mariana (Mill.) Britton, Sterns, & Poggenb.","black spruce","Kaiser, K.",-137.72,60.92,"https://www.ncdc.noaa.gov/paleo/study/3650","Kaiser, K."
"AK21","Cordova Airport","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-145.47,60.52,"https://www.ncdc.noaa.gov/paleo/study/3651","Kaiser, K."
"AK19","Craig  Prince of Wales Island","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-133.13,55.48,"https://www.ncdc.noaa.gov/paleo/study/3652","Kaiser, K."
"AK18","East Yakutat","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.7,59.52,"https://www.ncdc.noaa.gov/paleo/study/3653","Kaiser, K."
"AK17","Fork Twin Creek  Kodiak Island","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-152.32,57.6,"https://www.ncdc.noaa.gov/paleo/study/3654","Kaiser, K."
"AK16","Girdwood  Turnagain Arm","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-149.2,61.95,"https://www.ncdc.noaa.gov/paleo/study/3655","Kaiser, K."
"WA6","Goat Mountain  Mt.St.Helens Ntl.Monument","TSHE","Tsuga heterophylla (Raf.) Sarg.","western hemlock","Kaiser, K.",-122.08,46.35,"https://www.ncdc.noaa.gov/paleo/study/3656","Kaiser, K."
"AK15","Gulkana  Glenallen","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-145.37,62.28,"https://www.ncdc.noaa.gov/paleo/study/3657","Kaiser, K."
"AK14","Isthmus  Kodiak Island","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-152.33,57.63,"https://www.ncdc.noaa.gov/paleo/study/3658","Kaiser, K."
"JAPA1","Miyajima  Hiroshima Bay","PIDE","Pinus densiflora Siebold & Zucc.","Japanese red pine","Kaiser, K.",132.3,34.3,"https://www.ncdc.noaa.gov/paleo/study/3659","Kaiser, K."
"AK12","Pony Point  Kodiak Island","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-152.28,57.62,"https://www.ncdc.noaa.gov/paleo/study/3660","Kaiser, K."
"WA5","Rimrock  Slope  White Pass","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","Kaiser, K.",-121.17,46.33,"https://www.ncdc.noaa.gov/paleo/study/3661","Kaiser, K."
"WA4","Rimrock  Valles Ground  White Pass","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Kaiser, K.",-121.17,46.33,"https://www.ncdc.noaa.gov/paleo/study/3662","Kaiser, K."
"AK7","Russelfjord Southern End A","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.37,59.6,"https://www.ncdc.noaa.gov/paleo/study/3663","Kaiser, K."
"AK9","Russelfjord Southern End B","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.37,59.6,"https://www.ncdc.noaa.gov/paleo/study/3664","Kaiser, K."
"AK11","Russelfjord Southern End C","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.37,59.6,"https://www.ncdc.noaa.gov/paleo/study/3665","Kaiser, K."
"AK8","Russelfjord Southern End D","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.37,59.6,"https://www.ncdc.noaa.gov/paleo/study/3666","Kaiser, K."
"AK10","Russelfjord Southern End E","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.37,59.6,"https://www.ncdc.noaa.gov/paleo/study/3667","Kaiser, K."
"CANA4","Sakiw Creek Nf Burwash Landing","PCMA","Picea mariana (Mill.) Britton, Sterns, & Poggenb.","black spruce","Kaiser, K.",-139.27,61.47,"https://www.ncdc.noaa.gov/paleo/study/3668","Kaiser, K."
"AK6","Starrigawan  Old Sitka","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-135.38,57.13,"https://www.ncdc.noaa.gov/paleo/study/3669","Kaiser, K."
"WA3","Swauk Pass  N Of Ellensburg","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Kaiser, K.",-120.3,47.37,"https://www.ncdc.noaa.gov/paleo/study/3670","Kaiser, K."
"AK5","Swede Point  Taku Inlet  Juneau Area","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-133.98,58.43,"https://www.ncdc.noaa.gov/paleo/study/3671","Kaiser, K."
"AK13","Taku Glacier  Northern Border  Taku Inlet","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-134.02,58.47,"https://www.ncdc.noaa.gov/paleo/study/3672","Kaiser, K."
"AK4","Taku Glacier Front  Taku Inlet  Juneau Area","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-134.02,58.43,"https://www.ncdc.noaa.gov/paleo/study/3673","Kaiser, K."
"AK3","Tok River  Nw Tok  Tok Cut Off","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-143.17,63.23,"https://www.ncdc.noaa.gov/paleo/study/3674","Kaiser, K."
"WA2","White Pass B","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Kaiser, K.",-121.48,46.63,"https://www.ncdc.noaa.gov/paleo/study/3675","Kaiser, K."
"AK2","Yakutat  Near Glacier Bear Lodge","PCSI","Picea sitchensis (Bong.) Carrière","Sitka spruce","Kaiser, K.",-139.7,59.52,"https://www.ncdc.noaa.gov/paleo/study/3676","Kaiser, K."
"ARGE027","Castano Overo Maduro","NOPU","Nothofagus pumilio (Poepp. & Endl.) Reiche","lenga","Keegan, J.",-71.75,-41.25,"https://www.ncdc.noaa.gov/paleo/study/3678","Keegan, J."
"VA020","Brush Mountain Jefferson National Forest","PIPU","Pinus pungens Lamb.","Table Mountain pine","Kennedy Sutherland, E.",-80.38,37.25,"https://www.ncdc.noaa.gov/paleo/study/3679","Kennedy Sutherland, E.; Grissino-Mayer, H.D.; Woodhouse, C.A."
"CO517","Arapahoe","PCEN","Picea engelmannii Parry ex Engelm.","Engelmann spruce","Kienast, F.",-105.58,40.05,"https://www.ncdc.noaa.gov/paleo/study/3680","Kienast, F."
"CA602","Cathedral Peak Yosemite National Park","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-119.42,37.83,"https://www.ncdc.noaa.gov/paleo/study/3681","King, J.C."
"CA567","Cathedral Peak Yosemite National Park","TSME","Tsuga mertensiana (Bong.) Carrière","mountain hemlock","King, J.C.",-119.42,37.83,"https://www.ncdc.noaa.gov/paleo/study/3682","King, J.C.; Graumlich, L.J."
"CA642","Climbing Bear Hill","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","King, J.C.",-119.37,37.88,"https://www.ncdc.noaa.gov/paleo/study/3683","King, J.C."
"CA570","Colony Mill Sequoia National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-118.8,36.57,"https://www.ncdc.noaa.gov/paleo/study/3684","King, J.C.; Graumlich, L.J."
"CA569","Colony Mill Sequoia National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-118.8,36.57,"https://www.ncdc.noaa.gov/paleo/study/3685","King, J.C.; Graumlich, L.J."
"CA565","Colony Mill Sequoia National Park","QUKE","Quercus kelloggii Newb.","California black oak","King, J.C.",-118.8,36.57,"https://www.ncdc.noaa.gov/paleo/study/3686","King, J.C.; Graumlich, L.J."
"CA581","Crescent Meadow Sequoia National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-118.75,36.55,"https://www.ncdc.noaa.gov/paleo/study/3687","King, J.C.; Graumlich, L.J."
"CA566","Crystal Cave Sequoia National Park","CADE","Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.","California incense cedar","King, J.C.",-118.78,36.57,"https://www.ncdc.noaa.gov/paleo/study/3688","King, J.C.; Graumlich, L.J."
"CA568","Crystal Cave Sequoia National Park","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","King, J.C.",-118.78,36.57,"https://www.ncdc.noaa.gov/paleo/study/3689","King, J.C.; Graumlich, L.J."
"CA603","Dana Plateau Inyo National Forest","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-119.23,37.92,"https://www.ncdc.noaa.gov/paleo/study/3690","King, J.C."
"CA571","Employees Cabin Sequoia National Park","CADE","Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.","California incense cedar","King, J.C.",-118.75,36.57,"https://www.ncdc.noaa.gov/paleo/study/3691","King, J.C.; Graumlich, L.J."
"CA641","Fourth of July Hill","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","King, J.C.",-119.37,37.87,"https://www.ncdc.noaa.gov/paleo/study/3692","King, J.C."
"CA576","Gin Flat Yosemite National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-119.77,37.77,"https://www.ncdc.noaa.gov/paleo/study/3693","King, J.C.; Graumlich, L.J."
"CA574","Gin Flat Yosemite National Park","ABMA","Abies magnifica A. Murray","California red fir","King, J.C.",-119.77,37.77,"https://www.ncdc.noaa.gov/paleo/study/3694","King, J.C.; Graumlich, L.J."
"CA573","Gin Flat Yosemite National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-119.77,37.77,"https://www.ncdc.noaa.gov/paleo/study/3695","King, J.C.; Graumlich, L.J."
"CA575","Gin Flat Yosemite National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-119.77,37.77,"https://www.ncdc.noaa.gov/paleo/study/3696","King, J.C.; Graumlich, L.J."
"CA633","Glass Mountain","PIFL","Pinus flexilis E. James","limber pine","King, J.C.",-118.68,37.75,"https://www.ncdc.noaa.gov/paleo/study/3697","King, J.C."
"CA604","Granite Lakes Yosemite National Park","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-119.28,37.92,"https://www.ncdc.noaa.gov/paleo/study/3698","King, J.C."
"OR084","Greenhorn Mountains","ABLA","Abies lasiocarpa (Hook.) Nutt.","subalpine fir","King, J.C.",-118.55,44.7,"https://www.ncdc.noaa.gov/paleo/study/3699","King, J.C."
"OR082","Greenhorn Mountains","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-118.55,44.7,"https://www.ncdc.noaa.gov/paleo/study/3700","King, J.C."
"OR083","Greenhorn Mountains","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","King, J.C.",-118.55,44.7,"https://www.ncdc.noaa.gov/paleo/study/3701","King, J.C."
"CA579","Hodgdon Yosemite National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-119.87,37.8,"https://www.ncdc.noaa.gov/paleo/study/3702","King, J.C.; Graumlich, L.J."
"CA578","Hodgdon Yosemite National Park","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","King, J.C.",-119.87,37.8,"https://www.ncdc.noaa.gov/paleo/study/3703","King, J.C.; Graumlich, L.J."
"CA577","Hodgdon Yosemite National Park","QUKE","Quercus kelloggii Newb.","California black oak","King, J.C.",-119.87,37.8,"https://www.ncdc.noaa.gov/paleo/study/3704","King, J.C.; Graumlich, L.J."
"WY033","Hot Springs Basin","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-110.25,44.75,"https://www.ncdc.noaa.gov/paleo/study/3705","King, J.C.; Evans, W.C."
"AK046","Kobuk/Noatak","PCGL","Picea glauca (Moench) Voss","white spruce","King, J.C.",-159.62,67.07,"https://www.ncdc.noaa.gov/paleo/study/3706","King, J.C.; Graumlich, L.J."
"CA580","Kuna Crest Yosemite National National Park","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","King, J.C.",-119.23,37.85,"https://www.ncdc.noaa.gov/paleo/study/3707","King, J.C.; Graumlich, L.J."
"CA564","Little Baldy Sequoia National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-118.8,36.62,"https://www.ncdc.noaa.gov/paleo/study/3708","King, J.C.; Graumlich, L.J."
"CA563","Little Baldy Sequoia National Park","ABMA","Abies magnifica A. Murray","California red fir","King, J.C.",-118.8,36.62,"https://www.ncdc.noaa.gov/paleo/study/3709","King, J.C.; Graumlich, L.J."
"CA562","Little Baldy Sequoia National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-118.8,36.62,"https://www.ncdc.noaa.gov/paleo/study/3710","King, J.C.; Graumlich, L.J."
"NV519","Lucky Horseshoe","PIFL","Pinus flexilis E. James","limber pine","King, J.C.",-118.33,37.87,"https://www.ncdc.noaa.gov/paleo/study/3711","King, J.C."
"CA605","Mammoth Peak Yosemite National Park","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-119.28,37.87,"https://www.ncdc.noaa.gov/paleo/study/3712","King, J.C."
"CA582","Merced Grove Yosemite National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-119.85,37.75,"https://www.ncdc.noaa.gov/paleo/study/3713","King, J.C.; Graumlich, L.J."
"SD020","Moreau River","PPDE","Populus deltoides Bartr. ex Marsh.","eastern cottonwood","King, J.C.",-100.73,45.28,"https://www.ncdc.noaa.gov/paleo/study/3714","King, J.C."
"MT111","North Fork Ridge","PIFL","Pinus flexilis E. James","limber pine","King, J.C.",-111.33,45.3,"https://www.ncdc.noaa.gov/paleo/study/3715","King, J.C."
"MT110","North Fork Ridge","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","King, J.C.",-111.33,45.3,"https://www.ncdc.noaa.gov/paleo/study/3716","King, J.C."
"CA583","Oak Flat Road Yosemite National Park","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","King, J.C.",-119.77,37.75,"https://www.ncdc.noaa.gov/paleo/study/3717","King, J.C.; Graumlich, L.J."
"CA585","Panorama Point Sequoia National Park","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","King, J.C.",-118.82,36.55,"https://www.ncdc.noaa.gov/paleo/study/3718","King, J.C.; Graumlich, L.J."
"CA587","Pillars Sequoia National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-118.75,36.57,"https://www.ncdc.noaa.gov/paleo/study/3719","King, J.C.; Graumlich, L.J."
"CA586","Pillars Sequoia National Park","ABMA","Abies magnifica A. Murray","California red fir","King, J.C.",-118.75,36.57,"https://www.ncdc.noaa.gov/paleo/study/3720","King, J.C.; Graumlich, L.J."
"CA584","Pimple Rock Peak Sequoia National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-118.75,36.57,"https://www.ncdc.noaa.gov/paleo/study/3721","King, J.C.; Graumlich, L.J."
"CA572","Porcupine Flat Yosemite National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-119.55,37.82,"https://www.ncdc.noaa.gov/paleo/study/3722","King, J.C.; Graumlich, L.J."
"CA588","Ranger Station Peak Sequoia National Park","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","King, J.C.",-118.82,36.55,"https://www.ncdc.noaa.gov/paleo/study/3723","King, J.C.; Graumlich, L.J."
"CA590","South Fork Tuolumne Creek Yosemite National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-119.73,37.78,"https://www.ncdc.noaa.gov/paleo/study/3724","King, J.C.; Graumlich, L.J."
"CA589","South Fork Tuolumne Creek Yosemite National Park","ABMA","Abies magnifica A. Murray","California red fir","King, J.C.",-119.73,37.78,"https://www.ncdc.noaa.gov/paleo/study/3725","King, J.C.; Graumlich, L.J."
"CA606","Spillway Lake Yosemite National Park","PIAL","Pinus albicaulis Engelm.","whitebark pine","King, J.C.",-119.22,37.83,"https://www.ncdc.noaa.gov/paleo/study/3726","King, J.C."
"CA634","Sycamore Grove Park","PLRA","Platanus racemosa Nutt.","California sycamore","King, J.C.",-121.77,37.63,"https://www.ncdc.noaa.gov/paleo/study/3727","King, J.C."
"CA635","Sycamore Grove Park","QULO","Quercus lobata Née","valley oak","King, J.C.",-121.77,37.63,"https://www.ncdc.noaa.gov/paleo/study/3728","King, J.C."
"CA591","Tuolumne Grove Yosemite National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-119.8,37.77,"https://www.ncdc.noaa.gov/paleo/study/3729","King, J.C.; Graumlich, L.J."
"CA643","Tuolumne Meadows","PICO","Pinus contorta Douglas ex Loudon","lodgepole pine","King, J.C.",-119.37,37.87,"https://www.ncdc.noaa.gov/paleo/study/3730","King, J.C."
"CA593","Upper Yosemite Creek Yosemite National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-119.58,37.83,"https://www.ncdc.noaa.gov/paleo/study/3731","King, J.C.; Graumlich, L.J."
"CA592","Upper Yosemite Creek Yosemite National Park","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","King, J.C.",-119.58,37.83,"https://www.ncdc.noaa.gov/paleo/study/3732","King, J.C.; Graumlich, L.J."
"CA561","Various Sequoia National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-118.75,36.57,"https://www.ncdc.noaa.gov/paleo/study/3733","King, J.C.; Graumlich, L.J."
"CA594","Wawona Yosemite National Park","QUKE","Quercus kelloggii Newb.","California black oak","King, J.C.",-119.67,37.55,"https://www.ncdc.noaa.gov/paleo/study/3734","King, J.C.; Graumlich, L.J."
"CA597","Wolverton Sequoia National Park","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","King, J.C.",-118.7,36.6,"https://www.ncdc.noaa.gov/paleo/study/3736","King, J.C.; Graumlich, L.J."
