"code","studysite","species","species_scientific_name","species_common_name","investigator","lon","lat","url","all_investigators"
"CA595","Wolverton Sequoia National Park","ABMA","Abies magnifica A. Murray","California red fir","King, J.C.",-118.7,36.6,"https://www.ncdc.noaa.gov/paleo/study/3737","King, J.C.; Graumlich, L.J."
"CA596","Wolverton Sequoia National Park","PILA","Pinus lambertiana Douglas","sugar pine","King, J.C.",-118.7,36.6,"https://www.ncdc.noaa.gov/paleo/study/3738","King, J.C.; Graumlich, L.J."
"MT112","Yellow Mountain Ridge 1","PIFL","Pinus flexilis E. James","limber pine","King, J.C.",-111.32,45.3,"https://www.ncdc.noaa.gov/paleo/study/3739","King, J.C.; Waggoner, L.; Graumlich, L.J."
"MT114","Yellow Mountain Ridge 2","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","King, J.C.",-111.32,45.3,"https://www.ncdc.noaa.gov/paleo/study/3740","King, J.C.; Waggoner, L.; Graumlich, L.J."
"CA607","Yosemite Valley Yosemite National Park","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","King, J.C.",-119.67,37.72,"https://www.ncdc.noaa.gov/paleo/study/3741","King, J.C."
"NORW010","Forfjorddalen 2","PISY","Pinus sylvestris L.","Scots pine","Kirchhefer, A.J.",15.73,68.8,"https://www.ncdc.noaa.gov/paleo/study/3742","Kirchhefer, A.J."
"NORW009","Stonglandseidet","PISY","Pinus sylvestris L.","Scots pine","Kirchhefer, A.J.",17.22,69.08,"https://www.ncdc.noaa.gov/paleo/study/3743","Kirchhefer, A.J."
"NORW008","Vikran","PISY","Pinus sylvestris L.","Scots pine","Kirchhefer, A.J.",18.73,69.53,"https://www.ncdc.noaa.gov/paleo/study/3744","Kirchhefer, A.J."
"CANA104","Peace River 2","PCGL","Picea glauca (Moench) Voss","white spruce","Knowles, T.",-111.5,58.98,"https://www.ncdc.noaa.gov/paleo/study/3745","Knowles, T.; Stockton, C.W.; Fritts, H.C."
"JAPA004","Ashiu Locality 1","CMJA","Cryptomeria japonica (Thunb. ex L.f.) D. Don","Japanese cedar","Kojo, Y.",135.73,35.33,"https://www.ncdc.noaa.gov/paleo/study/3746","Kojo, Y."
"JAPA001","Ashiu Locality 2","CMJA","Cryptomeria japonica (Thunb. ex L.f.) D. Don","Japanese cedar","Kojo, Y.",135.72,35.33,"https://www.ncdc.noaa.gov/paleo/study/3747","Kojo, Y."
"JAPA007","Ashiu Locality 3","CMJA","Cryptomeria japonica (Thunb. ex L.f.) D. Don","Japanese cedar","Kojo, Y.",135.73,35.32,"https://www.ncdc.noaa.gov/paleo/study/3748","Kojo, Y."
"RUSS1","Novgorod","PISY","Pinus sylvestris L.","Scots pine","Kolchin, B.A.",31.25,58.58,"https://www.ncdc.noaa.gov/paleo/study/3749","Kolchin, B.A."
"MI001","Hartwick Pines State Park","PIRE","Pinus resinosa Aiton","red pine","Koop, D.L.",-84.75,44.67,"https://www.ncdc.noaa.gov/paleo/study/3750","Koop, D.L.; Grissino-Mayer, H.D."
"NEPA004","Above Hatyia","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",87.18,27.43,"https://www.ncdc.noaa.gov/paleo/study/3758","Krusic, P.J.; Cook, E.R.; Buckley, B.M."
"NEPA005","Alubari","PIWA","Pinus wallichiana A.B. Jacks.","Himalayan pine","Krusic, P.J.",83.4,28.45,"https://www.ncdc.noaa.gov/paleo/study/3759","Krusic, P.J."
"NEPA006","Bagarchap","PPSP","Populus spp. L.","cottonwood","Krusic, P.J.",84.18,28.3,"https://www.ncdc.noaa.gov/paleo/study/3760","Krusic, P.J."
"NEPA038","Banal-Salme","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",85.07,28.03,"https://www.ncdc.noaa.gov/paleo/study/3761","Krusic, P.J.; Zuber, R."
"NEPA039","Banal-Salme","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",85.07,28.03,"https://www.ncdc.noaa.gov/paleo/study/3762","Krusic, P.J.; Zuber, R."
"NEPA007","Bhaktapur","PIRO","Pinus roxburghii Sarg. = Pinus longifolia Roxb.","chir pine","Krusic, P.J.",85.25,27.4,"https://www.ncdc.noaa.gov/paleo/study/3763","Krusic, P.J.; Zuber, R."
"NEPA008","Bhratang","PIWA","Pinus wallichiana A.B. Jacks.","Himalayan pine","Krusic, P.J.",84.1,28.48,"https://www.ncdc.noaa.gov/paleo/study/3764","Krusic, P.J."
"NEPA009","Bhule Pokari","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",86.28,27.43,"https://www.ncdc.noaa.gov/paleo/study/3765","Krusic, P.J.; Cook, E.R."
"NEPA011","BudoRouke","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",87.17,27.45,"https://www.ncdc.noaa.gov/paleo/study/3768","Krusic, P.J.; Cook, E.R.; Buckley, B.M."
"NEPA012","BudoRouke","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",87.17,27.45,"https://www.ncdc.noaa.gov/paleo/study/3769","Krusic, P.J.; Cook, E.R.; Buckley, B.M."
"NEPA017","Dobini Danda","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",86.2,27.43,"https://www.ncdc.noaa.gov/paleo/study/3774","Krusic, P.J.; Cook, E.R."
"NEPA018","Dobini Danda","JURE","Juniperus recurva Buch.-Ham. ex D. Don","drooping juniper","Krusic, P.J.",86.2,27.43,"https://www.ncdc.noaa.gov/paleo/study/3775","Krusic, P.J.; Cook, E.R."
"NEPA021","Ghunsa","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",87.95,27.63,"https://www.ncdc.noaa.gov/paleo/study/3776","Krusic, P.J.; Raj Khanal, N."
"NEPA020","GhurchiLehk","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",82.05,29.3,"https://www.ncdc.noaa.gov/paleo/study/3777","Krusic, P.J.; Zuber, R."
"NEPA019","GhurchiLehk  Recollection","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",82.07,29.28,"https://www.ncdc.noaa.gov/paleo/study/3778","Krusic, P.J.; Cook, E.R."
"NEPA022","Kalingchok","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",86.05,27.45,"https://www.ncdc.noaa.gov/paleo/study/3779","Krusic, P.J.; Zuber, R."
"NEPA025","KatyaKhola","ULSP","Ulmus spp. L.","elm","Krusic, P.J.",82.02,29.32,"https://www.ncdc.noaa.gov/paleo/study/3780","Krusic, P.J.; Cook, E.R."
"NEPA023","KatyaKhola-2","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",82.02,29.3,"https://www.ncdc.noaa.gov/paleo/study/3781","Krusic, P.J.; Cook, E.R."
"NEPA024","KatyaKhola-3","PCSM","Picea smithiana (Wall.) Boiss.","Himalayan spruce","Krusic, P.J.",82.02,29.3,"https://www.ncdc.noaa.gov/paleo/study/3782","Krusic, P.J.; Cook, E.R."
"NEPA026","Kauma Karka","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",87.13,27.38,"https://www.ncdc.noaa.gov/paleo/study/3783","Krusic, P.J."
"NEPA028","Lamjura","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",86,27.5,"https://www.ncdc.noaa.gov/paleo/study/3785","Krusic, P.J.; Zuber, R."
"NEPA029","Langtang","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",85.27,28.12,"https://www.ncdc.noaa.gov/paleo/study/3786","Krusic, P.J.; Zuber, R."
"NEPA031","Marsyangdi Khola","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",84.15,28.35,"https://www.ncdc.noaa.gov/paleo/study/3788","Krusic, P.J.; Zuber, R."
"NEPA035","Pun Hill","ABSB","Abies spectabilis (D. Don) Spach","silver fir","Krusic, P.J.",83.1,28.43,"https://www.ncdc.noaa.gov/paleo/study/3792","Krusic, P.J."
"NEPA037","Rara Goan","PCSM","Picea smithiana (Wall.) Boiss.","Himalayan spruce","Krusic, P.J.",82.05,29.35,"https://www.ncdc.noaa.gov/paleo/study/3794","Krusic, P.J.; Cook, E.R.; Zuber, R."
"NEPA041","Tragdobuk","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",86.35,27.35,"https://www.ncdc.noaa.gov/paleo/study/3795","Krusic, P.J.; Zuber, R."
"NEPA042","Yalung Khola","TSDU","Tsuga dumosa (D. Don) Eichler","East Himalayan hemlock","Krusic, P.J.",87.88,27.5,"https://www.ncdc.noaa.gov/paleo/study/3796","Krusic, P.J."
"TURK005","Antalya  Elmali Isletmesi","CDLI","Cedrus libani A. Rich.","Cedar of Lebanon","Kuniholm, P.I.",29.92,36.67,"https://www.ncdc.noaa.gov/paleo/study/3797","Kuniholm, P.I."
"TURK006","Antalya  Elmali Isletmesi","JUSP","Juniperus spp. L.","juniper","Kuniholm, P.I.",29.92,36.67,"https://www.ncdc.noaa.gov/paleo/study/3798","Kuniholm, P.I."
"GEOR001","Batsara Forest","TABA","Taxus baccata L.","common yew","Kuniholm, P.I.",45.17,42,"https://www.ncdc.noaa.gov/paleo/study/3799","Kuniholm, P.I.; Steele, L.D.; Tovar, I."
"GREE006","Chalkidiki  Arnaia  Barbara","QUFR","Quercus frainetto Ten.","Hungarian oak","Kuniholm, P.I.",23.58,40.48,"https://www.ncdc.noaa.gov/paleo/study/3800","Kuniholm, P.I."
"TURK001","Eskisehir  Catacik Orman","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",31.38,39.93,"https://www.ncdc.noaa.gov/paleo/study/3801","Kuniholm, P.I."
"TURK029","Gordion - Kizlarkaya, Midas Mound","JUSP","Juniperus spp. L.","juniper","Kuniholm, P.I.",30,39.63,"https://www.ncdc.noaa.gov/paleo/study/3802","Kuniholm, P.I.; Newton, M.; Bannister, B.; Dean, J.S."
"TURK002","Gumushane  Torul Isletmesi","ABNO","Abies nordmanniana (Steven) Spach","Caucasian fir","Kuniholm, P.I.",39.28,40.57,"https://www.ncdc.noaa.gov/paleo/study/3803","Kuniholm, P.I."
"TURK003","Gumushane  Torul Isletmesi","PCOR","Picea orientalis (L.) Peterm.","eastern spruce","Kuniholm, P.I.",39.28,40.57,"https://www.ncdc.noaa.gov/paleo/study/3804","Kuniholm, P.I."
"TURK004","Gumushane  Torul Isletmesi","PISY","Pinus sylvestris L.","Scots pine","Kuniholm, P.I.",39.28,40.57,"https://www.ncdc.noaa.gov/paleo/study/3805","Kuniholm, P.I."
"TURK007","Istanbul  Belgrade Forest","QUSP","Quercus spp. L.","oak","Kuniholm, P.I.",29,41,"https://www.ncdc.noaa.gov/paleo/study/3806","Kuniholm, P.I."
"TURK010","Kalkim Forest","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",27.13,39.8,"https://www.ncdc.noaa.gov/paleo/study/3807","Kuniholm, P.I.; Groneman, C."
"TURK009","Kars  Sarikamis","PISY","Pinus sylvestris L.","Scots pine","Kuniholm, P.I.",42.58,40.33,"https://www.ncdc.noaa.gov/paleo/study/3808","Kuniholm, P.I."
"TURK011","Mugla Forest","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",28.38,37.23,"https://www.ncdc.noaa.gov/paleo/study/3809","Kuniholm, P.I.; Groneman, C."
"YUGO007","Ravno Borje","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",18.65,43.35,"https://www.ncdc.noaa.gov/paleo/study/3810","Kuniholm, P.I."
"TURK012","Salamut Forest","CDLI","Cedrus libani A. Rich.","Cedar of Lebanon","Kuniholm, P.I.",31.8,38.03,"https://www.ncdc.noaa.gov/paleo/study/3811","Kuniholm, P.I.; Groneman, C."
"GREE007","Scotida Forest  Kastoria","ABCE","Abies cephalonica Loudon","Greek fir","Kuniholm, P.I.",20.9,40.3,"https://www.ncdc.noaa.gov/paleo/study/3812","Kuniholm, P.I."
"GREE008","Scotida Forest  Kastoria","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",20.9,40.3,"https://www.ncdc.noaa.gov/paleo/study/3813","Kuniholm, P.I."
"GREE009","Taygetos Forest","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",22.35,36.92,"https://www.ncdc.noaa.gov/paleo/study/3814","Kuniholm, P.I.; Groneman, C."
"CYPR014","Troodos Mountains","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",32.88,34.92,"https://www.ncdc.noaa.gov/paleo/study/3815","Kuniholm, P.I.; Griggs, C."
"GREE010","Xylokastro, Mt. Kyllini","JUFO","Juniperus foetidissima Willd.","stinking juniper","Kuniholm, P.I.",22.38,37.9,"https://www.ncdc.noaa.gov/paleo/study/3816","Kuniholm, P.I.; Riches, N.; Brandes, R."
"GREE012","Zagradeniye Forest","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Kuniholm, P.I.",24.88,41.67,"https://www.ncdc.noaa.gov/paleo/study/3817","Kuniholm, P.I.; Latini, C.; Ashjian, C."
"GREE011","Zagradeniye Forest","PINI","Pinus nigra J.F. Arnold","Austrian pine","Kuniholm, P.I.",24.88,41.67,"https://www.ncdc.noaa.gov/paleo/study/3818","Kuniholm, P.I.; Latini, C.; Ashjian, C."
"AL002","Flomaton Natural Area","PIPA","Pinus palustris Mill.","longleaf pine","Kush, J.",-87.25,31.02,"https://www.ncdc.noaa.gov/paleo/study/3820","Kush, J.; Pederson, N.; Meldahl, R."
"CANA108","Capilano Watershed Vancouver","ABAM","Abies amabilis Douglas ex J. Forbes","Pacific silver fir","Kyncl, J.",-123.07,49.52,"https://www.ncdc.noaa.gov/paleo/study/3821","Kyncl, J.; Dobry, J.; Klinka, K."
"CO071","Almagre Mountain A","PIAR","Pinus aristata Engelm.","Rocky Mountain bristlecone pine","Lamarche, V.C.",-104.97,38.77,"https://www.ncdc.noaa.gov/paleo/study/3822","Lamarche, V.C.; Harlan, T.P."
"AUSL009","Beyond Burn","ATCU","Athrotaxis cupressoides D. Don","pencil pine","Lamarche, V.C.",146.57,-42.65,"https://www.ncdc.noaa.gov/paleo/study/3823","Lamarche, V.C.; Ogden, J.G.; Dunwiddie, P.W."
"AUSL011","Bruny Island","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",147.27,-43.42,"https://www.ncdc.noaa.gov/paleo/study/3824","Lamarche, V.C."
"ARGE006","Chenque Pehuen","ARAR","Araucaria araucana (Molina) K. Koch","monkey puzzle","Lamarche, V.C.",-70.85,-38.1,"https://www.ncdc.noaa.gov/paleo/study/3825","Lamarche, V.C.; Holmes, R.L.; Ambrose, J.E.; Boninsegna, J.A."
"AUSL010","Clear Hill","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",146.27,-42.67,"https://www.ncdc.noaa.gov/paleo/study/3826","Lamarche, V.C.; Campbell, D.A.; Bird, T."
"AUSL012","Coolangatta Road","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",147.27,-43.37,"https://www.ncdc.noaa.gov/paleo/study/3827","Lamarche, V.C."
"AUSL002","Cradle Mountain","ATSE","Athrotaxis selaginoides D. Don","King Billy pine","Lamarche, V.C.",145.93,-41.63,"https://www.ncdc.noaa.gov/paleo/study/3828","Lamarche, V.C.; Campbell, D.A."
"SAFR001","Die Bos","WICE","Widdringtonia cedarbergensis J.A. Marsh","Clanwilliam cedar","Lamarche, V.C.",19.22,-32.4,"https://www.ncdc.noaa.gov/paleo/study/3829","Lamarche, V.C.; Dunwiddie, P.W."
"CHIL002","El Asiento","AUCH","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri","Chilean cedar","Lamarche, V.C.",-71.03,-31.97,"https://www.ncdc.noaa.gov/paleo/study/3830","Lamarche, V.C.; Harsha, J.B.; Harlan, T.P."
"AUSL013","Franklin RV","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",145.98,-42.2,"https://www.ncdc.noaa.gov/paleo/study/3831","Lamarche, V.C."
"AUSL004","Garden Island","CARO","Callitris robusta (A. Cunn. ex Parl.) F.M. Bailey  = Callitris preissii Miq.","Rottnest Island pine","Lamarche, V.C.",115.65,-32,"https://www.ncdc.noaa.gov/paleo/study/3832","Lamarche, V.C."
"NV500","Hill 10842","PILO","Pinus longaeva D.K. Bailey = Pinus aristata var. longaeva","Intermountain bristlecone pine","Lamarche, V.C.",-114.22,38.95,"https://www.ncdc.noaa.gov/paleo/study/3833","Lamarche, V.C.; Ferguson, C.W."
"AUSL005","Holly Range Road","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",146.07,-42.77,"https://www.ncdc.noaa.gov/paleo/study/3834","Lamarche, V.C.; Campbell, D.A.; Bird, T."
"NM014","Jicarita Peak","PIAR","Pinus aristata Engelm.","Rocky Mountain bristlecone pine","Lamarche, V.C.",-105.53,36.05,"https://www.ncdc.noaa.gov/paleo/study/3835","Lamarche, V.C.; Harlan, T.P."
"AUSL003","Lake Newdegate","ATCU","Athrotaxis cupressoides D. Don","pencil pine","Lamarche, V.C.",146.55,-42.67,"https://www.ncdc.noaa.gov/paleo/study/3836","Lamarche, V.C.; Campbell, D.A."
"AUSL014","Lockley Spur Road","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",147.27,-43.42,"https://www.ncdc.noaa.gov/paleo/study/3837","Lamarche, V.C."
"AUSL016","Mount Arrowsmith","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",146.1,-42.2,"https://www.ncdc.noaa.gov/paleo/study/3838","Lamarche, V.C."
"CO072","Mount Evans","PIAR","Pinus aristata Engelm.","Rocky Mountain bristlecone pine","Lamarche, V.C.",-105.58,39.63,"https://www.ncdc.noaa.gov/paleo/study/3839","Lamarche, V.C.; Harlan, T.P."
"AUSL006","Mount Field  (Beyond Burn Lake Newdegate)","ATCU","Athrotaxis cupressoides D. Don","pencil pine","Lamarche, V.C.",146.57,-42.65,"https://www.ncdc.noaa.gov/paleo/study/3840","Lamarche, V.C.; Ogden, J.G.; Campbell, D.A.; Dunwiddie, P.W."
"NEWZ004","Mount Te Aroha","PHGL","Phyllocladus glaucus Carrière = Phyllocladus aspleniifolius (Labill.) Hook. f.","toatoa","Lamarche, V.C.",175.83,-37.5,"https://www.ncdc.noaa.gov/paleo/study/3841","Lamarche, V.C."
"AUSL018","Pieman River","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",145.42,-41.78,"https://www.ncdc.noaa.gov/paleo/study/3842","Lamarche, V.C."
"ARGE005","Pimo Hachado","ARAR","Araucaria araucana (Molina) K. Koch","monkey puzzle","Lamarche, V.C.",-70.75,-38.63,"https://www.ncdc.noaa.gov/paleo/study/3843","Lamarche, V.C.; Holmes, R.L.; Ambrose, J.E.; Boninsegna, J.A."
"AUSL007","Pine Lake","ATCU","Athrotaxis cupressoides D. Don","pencil pine","Lamarche, V.C.",146.7,-41.75,"https://www.ncdc.noaa.gov/paleo/study/3844","Lamarche, V.C.; Campbell, D.A."
"ARGE004","Rahue","ARAR","Araucaria araucana (Molina) K. Koch","monkey puzzle","Lamarche, V.C.",-70.8,-39.4,"https://www.ncdc.noaa.gov/paleo/study/3845","Lamarche, V.C.; Holmes, R.L.; Ambrose, J.E.; Boninsegna, J.A."
"NM015","Red Dome","PIAR","Pinus aristata Engelm.","Rocky Mountain bristlecone pine","Lamarche, V.C.",-105.38,36.55,"https://www.ncdc.noaa.gov/paleo/study/3846","Lamarche, V.C.; Harlan, T.P."
"ARGE","Rio Futaleufu","AUCH","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri","Chilean cedar","Lamarche, V.C.",-71.7,-43.18,"https://www.ncdc.noaa.gov/paleo/study/3847","Lamarche, V.C."
"CHIL007","San Gabriel","AUCH","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri","Chilean cedar","Lamarche, V.C.",-70.25,-33.78,"https://www.ncdc.noaa.gov/paleo/study/3848","Lamarche, V.C.; Holmes, R.L.; Dunwiddie, P.W.; Gutierrez, J."
"CA046","Sheep Mountain (Patriarch West)","PILO","Pinus longaeva D.K. Bailey = Pinus aristata var. longaeva","Intermountain bristlecone pine","Lamarche, V.C.",-118.22,37.5,"https://www.ncdc.noaa.gov/paleo/study/3849","Lamarche, V.C."
"AUSL020","Sheepwash Creek","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",147.28,-43.47,"https://www.ncdc.noaa.gov/paleo/study/3850","Lamarche, V.C."
"AUSL019","St. Helens","PHAS","Phyllocladus aspleniifolius (Labill.) Hook. f.","celery top pine","Lamarche, V.C.",148,-41.18,"https://www.ncdc.noaa.gov/paleo/study/3851","Lamarche, V.C."
"AUSL008","Woodman's Point","CARO","Callitris robusta (A. Cunn. ex Parl.) F.M. Bailey  = Callitris preissii Miq.","Rottnest Island pine","Lamarche, V.C.",115.75,-32.12,"https://www.ncdc.noaa.gov/paleo/study/3852","Lamarche, V.C."
"FRAN029","Bourgogne 29 Master","QUSP","Quercus spp. L.","oak","Lambert, G.",4,46.25,"https://www.ncdc.noaa.gov/paleo/study/3853","Lambert, G.; Lavier, C.; Trenard, Y."
"FRAN030","Franche-Comte 47 Master","QUSP","Quercus spp. L.","oak","Lambert, G.",6.25,46.83,"https://www.ncdc.noaa.gov/paleo/study/3854","Lambert, G.; Lavier, C."
"IA014","Backbone State Park","PIST","Pinus strobus L.","eastern white pine","Landers, R.",-91.57,42.62,"https://www.ncdc.noaa.gov/paleo/study/3855","Landers, R.; Duvick, D.N."
"IA015","Backbone State Park","QUAL","Quercus alba L.","white oak","Landers, R.",-91.57,42.62,"https://www.ncdc.noaa.gov/paleo/study/3856","Landers, R.; Duvick, D.N."
"IA013","Bluffton","PIST","Pinus strobus L.","eastern white pine","Landers, R.",-91.9,43.4,"https://www.ncdc.noaa.gov/paleo/study/3857","Landers, R.; Duvick, D.N."
"IA018","Cedar Cliff Farm","QUMA","Quercus macrocarpa Michx.","burr oak","Landers, R.",-95.42,43,"https://www.ncdc.noaa.gov/paleo/study/3858","Landers, R.; Duvick, D.N."
"IA016","Preparation Canyon State Park","QUMA","Quercus macrocarpa Michx.","burr oak","Landers, R.",-95.92,41.88,"https://www.ncdc.noaa.gov/paleo/study/3859","Landers, R.; Duvick, D.N."
"IA012","White Pine Hollow Forest Preserve","PIST","Pinus strobus L.","eastern white pine","Landers, R.",-91.12,42.62,"https://www.ncdc.noaa.gov/paleo/study/3860","Landers, R.; Duvick, D.N."
"CANA131","Wood Buffalo National Park Site BR","PCGL","Picea glauca (Moench) Voss","white spruce","Larsen, C.",-112.18,59.12,"https://www.ncdc.noaa.gov/paleo/study/3861","Larsen, C.; Szeicz, J.M.; Hutton, M."
"CANA133","Wood Buffalo National Park Site NL","PIBN","Pinus banksiana Lamb.","jack pine","Larsen, C.",-111.33,59.58,"https://www.ncdc.noaa.gov/paleo/study/3862","Larsen, C.; Moser, K.A."
"CANA132","Wood Buffalo National Park Site PR","PIBN","Pinus banksiana Lamb.","jack pine","Larsen, C.",-112.2,59.75,"https://www.ncdc.noaa.gov/paleo/study/3863","Larsen, C.; Moser, K.A."
"CANA130","Wood Buffalo National Park Site RL","PCGL","Picea glauca (Moench) Voss","white spruce","Larsen, C.",-112.17,59.8,"https://www.ncdc.noaa.gov/paleo/study/3864","Larsen, C.; Szeicz, J.M.; Hutton, M."
"CANA129","Wood Buffalo National Park Site SF","PCGL","Picea glauca (Moench) Voss","white spruce","Larsen, C.",-112.35,59.98,"https://www.ncdc.noaa.gov/paleo/study/3865","Larsen, C.; Szeicz, J.M.; Hutton, M."
